,real_chord,predicted_chord,inp_len
68742,G,G,36
68743,F,F,7
68744,Dmin,F,62
68745,C,C,34
68746,A7,C,18
68747,A,A,59
68748,Emin,C,29
68749,F,Bb,9
68750,Csmin,B,87
68751,F,Amin,49
68752,Amin,Amin,54
68753,Amin,Emin,56
68754,G,C,14
68755,E,E,63
68756,Bmin,A,75
68757,C,C,40
68758,G,Emin,47
68759,D,D,111
68760,Gmin7,Bbmaj7,22
68761,D,Bmin7,65
68762,C,C,46
68763,Eadd9,Csmin7,27
68764,Emin,Emin9,28
68765,F,Amin,101
68766,Gadd9,Gadd9/B,16
68767,D,D,75
68768,G,G,6
68769,E,E,8
68770,C,C,90
68771,Asus2,Asus2,43
68772,B,B,83
68773,Gmin,A,71
68774,Emin,Emin,16
68775,C/G,C/G,61
68776,G,G,19
68777,A,A,33
68778,F,Amin,44
68779,Gs,A,30
68780,E,B/Ds,13
68781,C,G7,5
68782,Dno3d,Gno3d,13
68783,D,Bmin,109
68784,Bmin7,Aadd9,66
68785,G,G,49
68786,B,C,11
68787,Amin,Amin,65
68788,G,As,44
68789,C,C,39
68790,Emin,Emin,35
68791,E,E,15
68792,Fsmin7,Fsmin7,38
68793,D,E,38
68794,Fmin7,Fmin7,19
68795,G,G,44
68796,Amin,Amin,78
68797,B,E,44
68798,Bmin,Csmin,85
68799,G,Emin,70
68800,A7,A7,38
68801,Bmin7,Bmin7,31
68802,B,B,48
68803,Ebmin,Ebmin,8
68804,Gb/D,Gb/E,66
68805,E,E,40
68806,G,F,14
68807,Amin7,Amin7/A,13
68808,C,Emin,85
68809,D,D,57
68810,Dmin7,Amin,63
68811,G,G,25
68812,Emin,D7,96
68813,A,A,75
68814,Csmin,Csmin,91
68815,Dbmin,Dbmin,63
68816,F,C,76
68817,Amin7,Amin7,40
68818,C,C,10
68819,Emin,Emin,52
68820,Fsmin,D,78
68821,G,G,6
68822,D,D,35
68823,G,Dmin,21
68824,G,Bmin,52
68825,G,G,11
68826,D,B,92
68827,D7,Dmaj7,12
68828,G,Emin,48
68829,Gs,Gs,57
68830,G,G,74
68831,Emin,Emin,22
68832,Emin,Fsmin,30
68833,Gsus4,Gsus4,5
68834,F,F,82
68835,E,B7,49
68836,D,E,20
68837,Db,Db,33
68838,Amin7,F7,22
68839,C,C,7
68840,Gsmin,Csmin,28
68841,Gmaj7,Gmaj7,28
68842,Emin,Emin,4
68843,Amin,B7,12
68844,F,Amin,69
68845,F,F,22
68846,C,C,32
68847,F,A,58
68848,Bmin7,D,52
68849,G,F,25
68850,E,B,52
68851,Amin,Amin,32
68852,Ds,As,76
68853,Gminadd11,Eb7,35
68854,A,A,6
68855,E,E,51
68856,C,C,22
68857,Cmin,G7,116
68858,G,G,101
68859,D,D,47
68860,Amin,Dmin,12
68861,E,Gs,26
68862,G,A7,27
68863,E,E,60
68864,Emin,Emin,65
68865,Bbmin7,Bbmin,87
68866,A,A,54
68867,Cmin,Eb,10
68868,Bb,Fmin7,43
68869,C,C,59
68870,B,B,22
68871,C,C,21
68872,Fsmin,Fsmin,21
68873,F,F,13
68874,Amin,Amin,30
68875,G,F,14
68876,Bb,Dmin,14
68877,Emin,Amin,67
68878,Bb,Dmin,101
68879,D,Emin,27
68880,C,C,42
68881,C,C,44
68882,Fs,Fs,21
68883,F,Gmin,33
68884,G/Fs,D,5
68885,D,D,33
68886,Dmin,Dmin,19
68887,Dmin,Dmin,23
68888,G,G,7
68889,Asus4,Emin,57
68890,Amin,C,31
68891,G,G,42
68892,Amin,Amin,29
68893,Bmin,Bmin,13
68894,Amin,Amin,46
68895,G,G,9
68896,Fs,Fs,7
68897,C,B7,34
68898,G,G,66
68899,Bmin,D,31
68900,Dbmaj7,Ab,46
68901,Bmin7,Dadd11,83
68902,Bmin7,Fs7,44
68903,Dbsus4,Ab,19
68904,D,Amin,15
68905,Eb,Eb,30
68906,Bbmaj7,Bbmaj7,50
68907,D,D,71
68908,Gs,Gs,49
68909,Fsmin,Fsmin,80
68910,G7,C,13
68911,Bb,Bb,18
68912,Fsmin,Fsmin,32
68913,E,B,43
68914,C,G,76
68915,F,F,47
68916,Eb,Eb,54
68917,D,D,51
68918,D,D,41
68919,A,A,16
68920,Asus2,Asus2,11
68921,Fsmin,A,17
68922,G,Dsus2,125
68923,D,D,9
68924,A,D,12
68925,Amin,Amin,96
68926,G,G,32
68927,A,B,19
68928,F,F,17
68929,Amin,E,56
68930,Csmin,A,26
68931,Emin,Emin,15
68932,G7,C,20
68933,Gs,Gs,24
68934,Csmin,Fsmin,14
68935,Dmin,Dmaj7,28
68936,Amin,C,51
68937,A,A,38
68938,Amin,Amin,5
68939,Amin,Amin,7
68940,G,G,7
68941,G,D,44
68942,C,Dmin,45
68943,D,D,62
68944,E,E,5
68945,G,Cmaj7,9
68946,C,Emin,60
68947,Fsmin9,G,28
68948,G,G,11
68949,G,G,32
68950,E,Amin,48
68951,G,Bmin,11
68952,Bmin,Bmin,67
68953,C,C,38
68954,D,D,11
68955,D,C,28
68956,Emin,Emin,40
68957,Amin,Bmin,31
68958,F,F,30
68959,B,B,30
68960,C,G,38
68961,D,D,11
68962,D,D,14
68963,A7,A7,41
68964,Bmin,Bmin,83
68965,G,G,122
68966,Gb,Bb7,58
68967,Dmin,Dmin,46
68968,E,E,15
68969,G,G,23
68970,Amin,Amin,56
68971,D,D,24
68972,C,Bb,7
68973,A,A,14
68974,Amin,Amin,39
68975,Amin/E,Bb,19
68976,Bmin,Bmin,21
68977,Amin,Amin,47
68978,Cmin,D,12
68979,D,D,17
68980,Cmin,Fmin,35
68981,Amin,Amin,9
68982,Emin,G,31
68983,Amin,Amin,28
68984,D,D,58
68985,G,Dmin,125
68986,D,C,56
68987,E,A,38
68988,Fs,Bmin7,37
68989,Ab,Ab,9
68990,Csmin,Csmin,38
68991,Aadd13,Aadd13,41
68992,Cmin,Cmin,27
68993,A,G,14
68994,Cs,Cs,75
68995,Dmin7,Dmin7,58
68996,Amin,Amin,42
68997,Bbdim,G,118
68998,Gs,Gs,36
68999,G,E7,19
69000,Gs,A,85
69001,Eb,Bbmin,39
69002,Emin,G,60
69003,Fmin,Fmin,97
69004,E7,A7,34
69005,Cs,Cs,8
69006,Bmin,Bmin,49
69007,E,E,19
69008,Esus4,Esus4,5
69009,Dmin,C,24
69010,A,A,58
69011,Emin,C,74
69012,Bmin,G,26
69013,F,C,116
69014,G,Emin,7
69015,Bmaj7,Amaj7,7
69016,G,G,56
69017,A,A,19
69018,E,E,54
69019,C,C,53
69020,Fsmin7,B,41
69021,A,A,40
69022,C,C,48
69023,F,F,100
69024,Bbmin,Ab,67
69025,E,E/Gs,69
69026,Bb,Bb,23
69027,C/Bb,C,24
69028,Gmin,G,28
69029,D7,G,24
69030,A,A,12
69031,Dno3d,Dno3d,52
69032,Emin,Emin,65
69033,G,Amin,38
69034,B7,B7,25
69035,Amin,C,66
69036,G,G,45
69037,B,B,44
69038,Emin/Fs,G,23
69039,E,E,54
69040,E,A,39
69041,Gbmin,Dbmin,77
69042,Emin,Emin,10
69043,D,G,35
69044,Gmin,Dsus4/A,70
69045,Asus4,Asus4,33
69046,A,B,53
69047,D,D,73
69048,D,A,9
69049,D,C,56
69050,Emin,A,10
69051,D,D,49
69052,G,G,15
69053,F,Dmin,47
69054,G,G,45
69055,Amin,C,54
69056,Gmaj7,Gmaj7,11
69057,C,C,57
69058,C,Cmin,95
69059,G,D,36
69060,Amin,F,26
69061,C,C,10
69062,Emin,Fs,7
69063,C,C,12
69064,C,F,59
69065,A,A,52
69066,Bmin,Bmin,63
69067,C,G,107
69068,D,D,24
69069,Bb,Bb,20
69070,C/G,C/Fs,73
69071,D,D,50
69072,D,D,15
69073,C,Fmin,28
69074,B,F,4
69075,G,G,10
69076,C7,Cmin,13
69077,G,G,25
69078,Eb,Ab,5
69079,Emin,C,4
69080,E,Bsus4,38
69081,Fs7,D,51
69082,D,Bb,64
69083,D,D,34
69084,Bmin,Bmin,53
69085,Dmin,Dmin,34
69086,D,C,50
69087,E,Amin,5
69088,Amin,Amin,8
69089,D,D,42
69090,D,D,18
69091,Amin,D,65
69092,D,D,38
69093,D,A,39
69094,A,A,61
69095,Gsmin,Gsmin,57
69096,Bb,Bb,94
69097,E,E,25
69098,Eminadd13,D,49
69099,C7,C7,8
69100,D,D,5
69101,C,C,71
69102,Cs,Ds,9
69103,Emin,D,16
69104,Gmin,Gmin,12
69105,G,G,70
69106,Db,Db,46
69107,Emin,Emin,4
69108,E,E/Gs,8
69109,Dmin,Dmin,85
69110,D,C,13
69111,Emin,F,38
69112,C,C,24
69113,Bmin,Emin,23
69114,C,C,16
69115,F,Dmin,16
69116,F,F,10
69117,Emin,D,50
69118,Bmin,F,32
69119,G,G,7
69120,A7,E7,9
69121,F,F,21
69122,Gmin,Amin,4
69123,Emin,G,70
69124,Db,Db,12
69125,C,C,30
69126,Emin,C,4
69127,Bmin,Bmin,9
69128,Bmin,Emin7,25
69129,Emin,Emin,46
69130,Emin,Emin,55
69131,Bb,Amin,4
69132,Emin,G,47
69133,C,F,10
69134,G,D,57
69135,Bb,Bb,66
69136,F,C,13
69137,Emin,Emin,91
69138,A,D,19
69139,C,C,17
69140,Emin,Emin,15
69141,Emin,C,17
69142,Emaj7,Amaj7,4
69143,G,G,35
69144,Fs,Fs,63
69145,A,A,93
69146,C,D7,16
69147,C,C,31
69148,G,G,78
69149,C,C,49
69150,C,C,27
69151,C,C,24
69152,Fs,Fs,6
69153,Fmaj7,G,11
69154,F,F,32
69155,F,Eb,31
69156,C,C,7
69157,G7,Bb,37
69158,G/B,C,29
69159,Gsmin,Gsmin,18
69160,E,E,31
69161,Dmin,Dmin,87
69162,Ano3d,D,19
69163,D,D,33
69164,Gsmin,Gsmin,9
69165,C,A,61
69166,Amin,Amin,56
69167,Amin,Bmin,8
69168,D,C,65
69169,Cmin,Eb,65
69170,F,F,17
69171,Amin,Amin,34
69172,D,D,20
69173,E,E7,120
69174,A,Cs,62
69175,F,C,60
69176,D,Bmin,56
69177,E,E,19
69178,Amin,Amin,54
69179,A,A,25
69180,Emin,D,38
69181,C,C,11
69182,Amin,Amin,15
69183,G,G,50
69184,C,C,15
69185,C,D,27
69186,A,A,50
69187,Gmaj7,Dmaj7,20
69188,Cmaj7,Cmaj7,21
69189,Fs,G,39
69190,A,A,34
69191,Csmin,A,88
69192,Bmin,Bmin,99
69193,D,D,17
69194,A,A,15
69195,As,F,41
69196,E,B,85
69197,Ds,Ds,19
69198,D,D,17
69199,A,A,40
69200,G,B7,24
69201,Eb,D,12
69202,E7,E7,11
69203,Gs,Gs,61
69204,Fmin7,Ab,86
69205,F,Dmin,20
69206,Gs,Gs,83
69207,Fs,Fs,58
69208,A,A,85
69209,C,G,55
69210,C,C,17
69211,Fsmin7,D7,48
69212,G,G,17
69213,G,G,30
69214,Fs,E,63
69215,A,A,40
69216,G,G,36
69217,G,Bmin,47
69218,D,D,41
69219,Bmin,Bmin,29
69220,Fs,Fs,21
69221,C,C,19
69222,Gdim,Emin,28
69223,A,A,8
69224,G,G,62
69225,Fs,Cs7,36
69226,Emin,G,53
69227,D/Fs,A,28
69228,F,F,18
69229,A,Fsmin,32
69230,Gmin,Gmin,55
69231,D7,C,41
69232,Emin,Emin,52
69233,Bb,Gmin,57
69234,Amin,Amin,40
69235,G,Amin,84
69236,Bbmin,Bbmin,56
69237,F,F,43
69238,E,E,44
69239,A,G,51
69240,C,C,107
69241,G,D,8
69242,A,A,28
69243,F,F,9
69244,F,F,4
69245,A9,E,19
69246,F,G,28
69247,G,G,37
69248,G,G,9
69249,Emin7,Emin7,90
69250,E,Gs,35
69251,Dmin,Dmin,42
69252,G,G,72
69253,Csmin,Csmin,33
69254,Amin,Amin,33
69255,Bb,F,13
69256,Emin9,Emin7,69
69257,Eno3d,Dno3d,47
69258,G,G,19
69259,D,G,37
69260,D,D,36
69261,F,F,7
69262,C,C,71
69263,D,D,92
69264,Amin,Amin,54
69265,Dmin,Bb,62
69266,Asus2,Emin,56
69267,Fsmin,A,9
69268,G,G,31
69269,D/Fs,D,26
69270,Dmin,Dmin,40
69271,A,A,8
69272,Bb,F,16
69273,D7,D7,28
69274,D,C,8
69275,G,G,15
69276,D,D,11
69277,G,G,62
69278,F,F,79
69279,Csmin,Csmin,24
69280,D7,D7,29
69281,C,Bb,4
69282,E,B,14
69283,Csus2,Dmin,52
69284,Dmin,G7/F,91
69285,Ano3d,Dno3d,8
69286,Fsmin,A,61
69287,A,A,15
69288,G,C,47
69289,A,A,40
69290,G7,G,55
69291,C,C,17
69292,Bbmin,Db,6
69293,Baug/Ds,Emin/,26
69294,F,G,18
69295,E,E,76
69296,D,A,40
69297,E/D,E/,87
69298,Cs,Cs,42
69299,E,D,69
69300,G,G,55
69301,Cmaj9,Emin/G,56
69302,G,Dsus2,24
69303,D7,D7,54
69304,G,G,25
69305,A,F,94
69306,C,C,10
69307,B,Fs,33
69308,Bmin7,Bmin7,30
69309,A,B,38
69310,Abmaj7,Bbmin,40
69311,E,D7,55
69312,Fs,B,4
69313,G,D,83
69314,Gs,E,4
69315,C,C,36
69316,C,G,25
69317,Bb,Bb,100
69318,C,A,39
69319,C,C,25
69320,F,F,28
69321,Emin7,Emin,32
69322,Gsmin,Gsmin,14
69323,D,D,32
69324,F,Cmin,65
69325,D,C,54
69326,E,E,17
69327,C,G,42
69328,A,A,10
69329,B,B,20
69330,G,Emin,28
69331,Amin7,Amin7,24
69332,F,Amin7,18
69333,Gs,Gs,11
69334,G,G,99
69335,Amin,B,49
69336,Eb,Gs,6
69337,D,Dmin,101
69338,D,D,18
69339,Gadd13,Gadd13,35
69340,B,B,8
69341,Amin,D,53
69342,Dmin7,Dmin,75
69343,C,G,17
69344,Emin,Gmaj7,7
69345,A,A,31
69346,A,A,29
69347,F,F,77
69348,C,F,7
69349,D,D,25
69350,Fs,Fs,109
69351,E/A,Csmin7,92
69352,C7,D7,5
69353,Amin,Amin,30
69354,C,D,6
69355,G,G,35
69356,D,Fmin,17
69357,G,G,108
69358,Gmin,Gmin,8
69359,Amin,Amin,55
69360,D,D,88
69361,Bmin,Bmin,50
69362,E,E,49
69363,Eb,Dmin,71
69364,F,F,39
69365,Amin,G,21
69366,Ab,C,68
69367,G,G,15
69368,Bb,A7,35
69369,C,B7,22
69370,D,D,10
69371,A,D,7
69372,Amin,Amin,79
69373,Gno3d,G,52
69374,Csmaj7,Cs7,30
69375,Dmin,Bb,43
69376,C,C,31
69377,Bmin,Bmin,27
69378,F,F,35
69379,Fs,B,10
69380,E,E,21
69381,Abno3d,Eno3d,28
69382,Cmin,Dmin,29
69383,D,D,20
69384,G,G,16
69385,D,D,63
69386,A7/G,A7,60
69387,D,Fsmin,9
69388,C,C,8
69389,Amin,Amin,40
69390,Fs7,B,35
69391,Amin,Amin,17
69392,G,G,19
69393,C,C,31
69394,A,A,11
69395,Bb,Bb,19
69396,F,G,56
69397,Fsmin,A,74
69398,G,G,14
69399,G,G,64
69400,A,D,78
69401,Bb,Bb,27
69402,G,G/B,80
69403,C,C,70
69404,G,G,22
69405,Bmin7,Bmin7,75
69406,Bb,Bb,5
69407,G,G,12
69408,Fs,Fs,11
69409,F,C,4
69410,D,D,11
69411,D,D,15
69412,C,C,53
69413,F,F,48
69414,Emin,Emin,19
69415,Amin,Amin,18
69416,G,D,7
69417,F,F,26
69418,Emin,Emin,18
69419,Emin,Emin,71
69420,Bb,G,46
69421,F,F,4
69422,Cmaj7,Cmaj7,41
69423,G,D,8
69424,C,C,49
69425,Gmin,Gmin,8
69426,F,C,28
69427,C,G,70
69428,Gmin7,Gmin7,41
69429,Amin,Amin,64
69430,Ano3d,Bno3d,11
69431,Bb,Bb,20
69432,Amin,Amin,42
69433,D,D,112
69434,G/D,Dmin7,79
69435,F,F,12
69436,Fmaj7,Fmaj9,35
69437,C,C,10
69438,D,D,12
69439,Emin,Emin,12
69440,D,D,42
69441,Dminadd13,G7,18
69442,E,C/E,90
69443,Cmin,Cmin,4
69444,G,F,8
69445,E,Asus2,6
69446,G,G,32
69447,Amin,Amin,38
69448,D,C,14
69449,D7,D7,35
69450,G,G,29
69451,Emin,C,18
69452,E,C,7
69453,G,D,23
69454,Emin,Emin,22
69455,G,G,14
69456,C,C,25
69457,Dmin,Dmin,36
69458,A,A,37
69459,G,G,78
69460,Fs,Fs,41
69461,D,D,43
69462,Cmin,Cmin,70
69463,G,D,24
69464,C,F,16
69465,Dmin,Dmin,19
69466,D,D,19
69467,D,Bmin,20
69468,C,C,85
69469,Amin,C,38
69470,Gsmin,Gsmin,13
69471,F,F,15
69472,A,A,63
69473,Bbmin,Bbmin,74
69474,Bmin,Bmin,58
69475,A,A,26
69476,E,E,22
69477,D,D,51
69478,Adim,F,11
69479,Gmin,Gmin,17
69480,Amin,G,14
69481,C,C,7
69482,Emin,Emin,123
69483,Gsmin7,B,26
69484,Fs,Fs,27
69485,G,G,49
69486,Emin,Emin,31
69487,Fs,D,5
69488,Fsmin7,Bmin7,17
69489,A,A,26
69490,A,A,41
69491,D,D,43
69492,E,E,27
69493,Csmin,Csmin,32
69494,D,F,72
69495,F,C/G,31
69496,E,Bsus4,44
69497,E7,D7,61
69498,Ano3d,Eno3d,53
69499,Amin,C,58
69500,Amin,Amin,43
69501,Cmaj7,Dmin7,8
69502,D,D,18
69503,E,E,4
69504,D,C,23
69505,Bmin,A/D,5
69506,D,D,16
69507,Emin,D,39
69508,Gmin,Eb,68
69509,C,C,35
69510,D,D,39
69511,B,B,76
69512,F,Dmin,95
69513,E7,E7,55
69514,C,D,19
69515,C,Bmin,24
69516,Dmin,Amin,19
69517,D,A,11
69518,G,Bb,115
69519,Fsmin,Fsmin,31
69520,C,C,61
69521,A,B,8
69522,G,G,109
69523,A,A,30
69524,G,G,12
69525,B7,B7,9
69526,D,D,15
69527,D,C,25
69528,C,G,22
69529,Amin,Amin,5
69530,Dsmin,Fs,115
69531,Gmin,Bb,81
69532,Emin,Emin,45
69533,G/Fs,G,28
69534,B,D,40
69535,Bmin,Bmin,36
69536,G,G,19
69537,Fsmin,A,5
69538,D,D,5
69539,C,C,30
69540,D,D,10
69541,Fs7,D/Fs,5
69542,B,B,13
69543,C,C,8
69544,E,E,45
69545,Amin,Amin,29
69546,Emin,C,66
69547,D,D,15
69548,G,A,46
69549,G,D7,29
69550,G,G,104
69551,C,G,8
69552,Csmin,Csmin,63
69553,Emin,Emin,43
69554,A,G,39
69555,G,G,42
69556,D,D,43
69557,F,F,38
69558,E,G,65
69559,G7,G7,11
69560,E,E,14
69561,G,Gmaj7,25
69562,F,F,16
69563,A,A,36
69564,Gs,Gs,27
69565,Dno3d,Gno3d,95
69566,F,G,17
69567,A,A,26
69568,D,D,66
69569,E,D,7
69570,C,C,26
69571,Gsmin,Fs,10
69572,A,A,23
69573,Fmin,Bb,46
69574,C,Amin,11
69575,F,F,14
69576,C/E,C/E,36
69577,A7,A,27
69578,A,A,76
69579,Csmin,Csmin,75
69580,Dmin,Amin,45
69581,Fs,Fs,46
69582,Eb/Bb,Bb7,52
69583,A,Amin,29
69584,A,Gmin,25
69585,F,Amin,62
69586,Dmin,Dmin,25
69587,C,C,12
69588,G,G,5
69589,D,A,22
69590,Ebmaj9,Bb/,20
69591,F,F,55
69592,Bmin,Bmin,14
69593,G,G,47
69594,F,F,20
69595,E,E,6
69596,B,Emin/B,5
69597,D,D,61
69598,D,C,87
69599,Emin,Emin,30
69600,C,C,8
69601,Gmin7/Fs,F,45
69602,C,C,24
69603,C,C,18
69604,Asus4,Asus4,119
69605,Dmin,Dmin,90
69606,C,Bb,17
69607,F,F,18
69608,Db,Ab,50
69609,Cssus2,Bsus2,21
69610,C,C,6
69611,Emin,B,106
69612,Dmin,Dmin,36
69613,F,F,28
69614,Gmin,F,44
69615,Bmin,Bmin,10
69616,D7,D7,64
69617,Emin,Emin,4
69618,A,A,13
69619,G,G,14
69620,G7,G7,20
69621,C,C,8
69622,C,C,20
69623,B,B,30
69624,G,G,28
69625,Amin,Amin,10
69626,Fs9,Fs9,54
69627,Emin7,D7,33
69628,Amin,Amin,29
69629,B,B,55
69630,Emin,Emin,54
69631,Emin,D,111
69632,Bmin,Bmin,65
69633,F,D,55
69634,G,G,10
69635,Emin,Emin,95
69636,B,B,10
69637,D7,C7,6
69638,D,Emin,83
69639,D,G,10
69640,C,C,7
69641,F,D,19
69642,Gsmin,Csmin,54
69643,F,F,28
69644,Amin7,Amin,52
69645,Gs,Fs,62
69646,Emin,F,26
69647,G,G,84
69648,C,C,15
69649,D7,E7,27
69650,Fs,E,109
69651,Gmin,Bb,28
69652,E,E,4
69653,Bb,Gmin,73
69654,Emin7,Emin7,45
69655,D,C,16
69656,C,C,13
69657,Emin,Emin,64
69658,G,G,6
69659,D,A,98
69660,E,E,10
69661,G7,Fmin,12
69662,Bmin,Bmin,7
69663,B,B,37
69664,Dmin,A,21
69665,Dmin,Dmin,37
69666,Eb,F7,29
69667,G,G,16
69668,C,Emin,18
69669,D,D,44
69670,Emin,Emin,19
69671,Amaj7,Csmin7,84
69672,G,G,26
69673,Bb,A7,37
69674,F,C,44
69675,D,A,64
69676,A,A,15
69677,F,G,58
69678,Gsmin,E,19
69679,Amin,Amin,27
69680,A,Bmin,38
69681,Emin,G,6
69682,C,C,63
69683,G,G,26
69684,B7,B7,17
69685,C,C,62
69686,C,C,58
69687,G,G,88
69688,F,G,27
69689,A,D,56
69690,D,D,4
69691,Csmin,Csmin,51
69692,C,C,6
69693,A,Gmin,7
69694,Bmin,Bmin,78
69695,G,Dmin,19
69696,Cadd9,Emin7,64
69697,Fs/Bb,Fs/Bb,29
69698,Emin,Emin,45
69699,Emin,Emin/Fs,14
69700,Gmin,Gmin,29
69701,Gsmin,Gsmin,46
69702,B,B,14
69703,C,G7,23
69704,B,Fs,62
69705,Amin,F/C,43
69706,Cs,Cs,41
69707,A,D,5
69708,F,F,80
69709,Gs,Gs,25
69710,Emin,D,93
69711,F,C,97
69712,C,G,24
69713,G,G,12
69714,G/Fs,Emin,33
69715,Bmin,Bmin,82
69716,Emin,C,28
69717,Fmin,E,32
69718,Emin,Emin,64
69719,Emin,Emin,76
69720,C,C,7
69721,Amin,Amin,74
69722,E/D,E/Bb,29
69723,Gs,Gs,24
69724,C,Dmin7,8
69725,E,E,50
69726,C,C,33
69727,G,G,7
69728,Ab,Ab,21
69729,Emin,Emin,24
69730,Gmin11,Emaj9,34
69731,F,F,14
69732,Csmin,B,21
69733,Fsmin7,Fs7,53
69734,Bmin7,Dmaj7,9
69735,C,C,18
69736,F,Dmin,32
69737,Abmaj7/Eb,Fmaj7,61
69738,D,D,114
69739,Amin,F,4
69740,G,G,25
69741,Eb,Eb,55
69742,Gmin,Gmin,45
69743,A,A,81
69744,F,F,71
69745,G7,G7,95
69746,Eb,Eb,80
69747,E,A,73
69748,C,C,65
69749,C,C,48
69750,Emin,D,26
69751,Amin,Amin,8
69752,Bmin7,Bmin7,25
69753,G,D,9
69754,Cmaj7,Cmaj7,30
69755,D,D,19
69756,D,D,6
69757,F,Dmin,71
69758,G,Amin,5
69759,B,B,16
69760,G,Bmin,26
69761,G,C,62
69762,E,E,28
69763,A,E,14
69764,Amin,Amin,49
69765,Bb,Bb,52
69766,A,A,19
69767,E,E,21
69768,A,A,44
69769,D,D,35
69770,Dno3d,A,49
69771,A,A,29
69772,Bmin,Fsmin,68
69773,F7,Bb,44
69774,C,C,38
69775,Amin,C,24
69776,Amin,Amin,28
69777,A,Dmin,41
69778,D,D,14
69779,D,D,32
69780,C,Emin,96
69781,Bmin,D,4
69782,G,G,8
69783,Bmin,Bmin,32
69784,Csmin,Csmin,80
69785,G,Emin,37
69786,Amin,Amin,32
69787,Eb,Bbmin,14
69788,G,G,36
69789,Dmin,C,20
69790,F,F,12
69791,F,F,36
69792,F,Dmin,36
69793,G,G,9
69794,Amin,C,50
69795,B,B,11
69796,C,D,17
69797,G,G,20
69798,B7,Bmin7,11
69799,A,E,11
69800,C,C,23
69801,Fmin,Cs,54
69802,B,D,96
69803,A,A,43
69804,C,G,50
69805,A,A,25
69806,G,G,35
69807,D,D,16
69808,Dmin,F,22
69809,G,C,13
69810,G,D,17
69811,G,C,4
69812,Ebmaj7,Cmin9,26
69813,Ab,Bb,12
69814,Cadd9,Cadd9,15
69815,Cmin,Cmin,22
69816,Csmin,Csmin,56
69817,G,G,51
69818,C,C,33
69819,B7,E,5
69820,Ano3d,Dno3d,24
69821,Fs,Fs,6
69822,D,D,39
69823,C,C,93
69824,Emin,C,66
69825,Gsus2,Asus4,10
69826,D,D,56
69827,F,F,83
69828,G,G,57
69829,G,G,25
69830,D,D,17
69831,Emin,F7,18
69832,D,Emin,105
69833,C,C,25
69834,Bmin,Csmin,24
69835,F,C,116
69836,Amin,F,43
69837,F,F,46
69838,A7,D,13
69839,E,A,13
69840,Cadd9,Cadd9,64
69841,A,A,42
69842,G,G,86
69843,Emin,G,16
69844,Gmin,Gmin,97
69845,Amin,F,5
69846,C,C,21
69847,Amin,G7,23
69848,A,A,5
69849,Dsus4,D,25
69850,E,E,43
69851,G,G,22
69852,E7,Dmin,12
69853,A,A,22
69854,Amin,G,50
69855,Gsus4,G/B,37
69856,G,C,94
69857,Gsmin,A,56
69858,G,G,68
69859,F,F,16
69860,D,D,18
69861,Gs,Gs,28
69862,F,F,51
69863,Fmaj7,Fmaj7/E,41
69864,Amin7,Amin7,11
69865,G,G,11
69866,Emin,Emin,81
69867,Aadd13,E7,12
69868,A,E,34
69869,Amin,Amin,13
69870,C,C,4
69871,Eb,Eb,50
69872,G,G,31
69873,E,E,42
69874,Eno3d,Ano3d,18
69875,D,D,25
69876,D,Amin,21
69877,Gmin,G7,11
69878,C,C,65
69879,Gmaj7,Gmaj7,12
69880,Dsmin,Dsmin,8
69881,F,C,16
69882,Emin,C,28
69883,F,Bb,40
69884,Amin,C,4
69885,F,F,70
69886,C,C,44
69887,G,G,19
69888,Fmin,Fmin,41
69889,C,Amin7,92
69890,G,G/B,31
69891,D,D,101
69892,G/B,G/B,26
69893,D,Bmin7,69
69894,Dmin,E7,89
69895,F,F,32
69896,G,B,64
69897,Emin,Emin,8
69898,D,D,9
69899,Fsmin,Fsmin,28
69900,A7,A7,42
69901,Ebmin,Csmin,25
69902,Dmin,Dmin,30
69903,Amin,Amin,34
69904,G,G,24
69905,Fs,Fs,72
69906,E,E,12
69907,G,G,13
69908,G7,G7,28
69909,Gmin,Gmin,7
69910,Fsmin,Fsmin,4
69911,Bb,Bb,4
69912,C,Dmin,25
69913,F,F,16
69914,B,B7,24
69915,E,E,27
69916,Bb,C,72
69917,E,Amin,28
69918,D,D,64
69919,F,F,35
69920,G,G,19
69921,A,D,13
69922,Cs,Fs,4
69923,Amin,Amin,10
69924,Gmin,Bb,119
69925,B,E,32
69926,Bmin,Bmin,73
69927,Bb,Bb,46
69928,E,E,45
69929,Gs7,A,4
69930,Amin,F,62
69931,Amin7,C,9
69932,E,G,105
69933,Dsmin,F,36
69934,Emin,G,7
69935,C,C/Fs,109
69936,Asmin,Asmin,42
69937,D,Bmin,60
69938,D,D,36
69939,Fsmin,G,56
69940,G,Gadd11,90
69941,E,A,46
69942,C,C,32
69943,A,E,22
69944,Dadd9,Fsmin7,23
69945,G,G,6
69946,Amin,Amin,31
69947,D7,D7,55
69948,G,G,40
69949,Amin,Amin,22
69950,F,F,27
69951,Fsmin,A,9
69952,Amin,Amin,93
69953,Emin,B7,101
69954,Gsmin,Fsmin7,75
69955,A,D,18
69956,G,G,22
69957,Fs,Csmin,43
69958,G,G,20
69959,D,D,14
69960,Dmin,G7,19
69961,E,E,15
69962,Cmin,Bbmaj7,39
69963,D,D,56
69964,A,A,67
69965,A,A,114
